Name,Hash,Id,Tag,Tier,Type,Source,Equippable,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Armor2.0,Locked,Equipped,Year,Season,Event,Mobility,Resilience,Recovery,Discipline,Intellect,Strength,Total,Custom,Mobility (Base),Resilience (Base),Recovery (Base),Discipline (Base),Intellect (Base),Strength (Base),Total (Base),Custom (Base),Seasonal Mod,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14
St0mp-EE5,193869520,"""6917529452488482495""",,Exotic,Leg Armor,,Hunter,1569,,Void Energy Capacity,10,Vault,true,true,false,1,1,,12,20,17,4,30,4,87,0,10,8,15,2,28,2,65,0,combatstyle,,Resilience Mod*,Rocket Launcher Scavenger*,Reaping Wellmaker*,Iron Gold*,Upgrade Armor*,*,*,*,*,Astrostrides*,Hydraulic Boosters*,,,,
Solstice Gloves (Resplendent),550583155,"""6917529062334266020""",,Legendary,Gauntlets,events,Warlock,1350,1060,,,Vault,false,true,false,1,3,Solstice,0,20,10,5,5,5,45,0,0,10,10,5,5,5,35,0,,,Heavy Warlock Armor*,Plasteel Reinforcement Mod*,Mobility Enhancement Mod,Frumious Blue*,Masterwork Armor*,Arcing Arms Glow*,,,,,,,,,
Annealed Shaper Gloves,3128915572,"""6917529085294870723""",,Legendary,Gauntlets,,Warlock,1350,1060,Void Damage Resistance,3,Vault,false,true,false,2,5,,0,10,20,5,5,10,50,0,0,0,20,5,5,10,40,0,,,Restorative Warlock Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Tier 3 Armor*,Echoes of Io (Worn)*,Linear Fusion Rifle Loader*,Submachine Gun Loader,Special Ammo Finder,Heavy Ammo Finder*,,,,,,
Grips of Exaltation,1653741426,"""6917529193950988885""",,Legendary,Gauntlets,garden,Hunter,1565,,Arc Energy Capacity,10,Vault,true,true,false,3,11,,14,10,15,28,9,11,87,0,12,8,13,16,7,9,65,0,"combatstyle,gardenofsalvation",,Discipline Mod*,Anti-Barrier Pulse Rifle*,Unstoppable Scout Rifle*,Photo Finish*,Upgrade Armor*,*,*,*,*,Whisper of the Victor Grips*,,,,,
Solstice Greaves (Majestic),2578820926,"""6917529102128305592""",,Legendary,Leg Armor,events,Titan,1350,1060,Void Energy Capacity,9,Vault,true,true,false,2,7,Solstice,10,2,10,6,2,16,46,0,10,2,10,6,2,16,46,0,,,Hand Cannon Scavenger*,Upgrade Armor*,*,*,*,*,Remove Armor Glow*,,,,,,,,
Illicit Collector Gloves,3271153032,"""6917529090055776649""",,Legendary,Gauntlets,,Warlock,1350,1060,Void Damage Resistance,1,Vault,false,true,false,2,6,,10,10,10,5,5,5,45,0,0,10,10,5,5,5,35,0,,,Heavy Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 1 Armor*,Pulse Rifle Loader*,Grenade Launcher Scavenger*,,,,,,,,,
Dawn Chorus,2316914168,"""6917529285675674241""",,Exotic,Helmet,lostsectors,Warlock,1350,,Void Energy Capacity,10,Vault,true,true,false,4,12,,16,4,16,29,13,4,82,0,14,2,14,17,11,2,60,0,combatstyle,,Discipline Mod*,Upgrade Armor*,*,*,*,*,Rites of Ember*,,,,,,,,
Felwinter's Helm,2822465023,"""6917529760903427419""",,Exotic,Helmet,,Warlock,1561,,Stasis Cost,5,Vault,true,true,false,3,10,,2,12,16,7,19,6,62,0,2,12,16,7,19,6,62,0,combatstyle,,Upgrade Armor*,*,*,*,*,Warlord's End*,,,,,,,,,
Wormhusk Crown,3562696927,"""6917529358319530814""",,Exotic,Helmet,,Hunter,1449,,Void Energy Capacity,10,Vault,true,true,false,1,3,,13,4,29,12,14,12,84,0,11,2,17,10,12,10,62,0,combatstyle,,Recovery Mod*,Upgrade Armor*,*,*,*,*,Burning Souls*,,,,,,,,
Ego Talon IV,2615512594,"""6917529045921367154""",,Legendary,Helmet,ikora,Warlock,1350,1060,,,Vault,false,true,false,1,1,,10,0,20,5,5,10,50,0,0,0,20,5,5,10,40,0,,,Restorative Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,GENOTYPENULL-ZERO*,Masterwork Armor*,,,,,,,,,,
Osmiomancy Gloves,3259193988,"""6917529663016024350""",,Exotic,Gauntlets,lostsectors,Warlock,1560,,Stasis Cost,10,Vault,true,true,false,5,16,,19,4,15,14,19,15,86,0,17,2,13,2,17,13,64,0,combatstyle,,Discipline Mod*,Deprecated Armor Mod*,Deprecated Armor Mod*,Shield Break Charge*,Upgrade Armor*,*,*,*,*,Fervid Coldsnap*,,,,,
Gunsmith's Devotion Crown,1624906371,"""6917529085303806070""",,Legendary,Helmet,dcv,Warlock,1350,1060,Void Damage Resistance,5,Vault,false,true,false,2,5,,0,10,20,5,5,5,45,0,0,10,10,5,5,5,35,0,,,Heavy Warlock Armor*,Plasteel Reinforcement Mod,Restorative Mod*,Transcendent Blessing*,Masterwork*,Midnight Smith*,Shotgun Targeting,Ashes to Assets,Enhanced Sniper Rifle Targeting*,Rocket Launcher Reserves*,Heavy Ammo Finder,,,,
Solstice Grasps (Resplendent),1460885752,"""6917529062758123481""",,Legendary,Gauntlets,events,Hunter,1350,1060,,,Vault,false,true,false,1,3,Solstice,20,10,0,5,10,5,50,0,10,10,0,5,10,5,40,0,,,Heavy Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Petiolora Growth*,Masterwork Armor*,Arcing Arms Glow*,,,,,,,,,
Omnioculus,1935198785,"""6917529804592209609""",,Exotic,Chest Armor,lostsectors,Hunter,1570,,Arc Energy Capacity,10,Vault,true,true,false,4,13,,10,16,12,14,4,18,74,0,8,14,10,12,2,16,62,0,combatstyle,,Upgrade Armor*,*,*,*,*,Beyond The Veil*,,,,,,,,,
Descending Echo Cage,549825413,"""6917529737056572532""",,Legendary,Chest Armor,30th,Titan,1560,,Void Energy Capacity,10,Vault,true,true,false,4,15,,11,14,23,18,9,10,85,0,9,2,21,16,7,8,63,0,combatstyle,,Resilience Mod*,Armor of the Dying Star*,Armor of the Dying Star*,Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,
Verity's Brow,2428181146,"""6917529795023740078""",,Exotic,Helmet,,Warlock,1570,,Void Energy Capacity,3,Vault,true,true,false,1,3,,2,29,4,13,10,7,65,0,2,29,4,13,10,7,65,0,combatstyle,,Upgrade Armor*,*,*,*,*,The Fourth Magic*,,,,,,,,,
Solstice Grasps (Majestic),2393578168,"""6917529098944811149""",,Legendary,Gauntlets,events,Hunter,1350,1060,Arc Damage Resistance,5,Vault,false,true,false,2,7,Solstice,20,10,0,5,10,5,50,0,10,10,0,5,10,5,40,0,,,Heavy Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Masterwork*,Grenade Launcher Loader*,Momentum Transfer,Enhanced Rocket Launcher Loader,Linear Fusion Rifle Scavenger*,Heavy Ammo Finder,Empty Activity Mod Socket*,Remove Armor Glow*,,,,
Stronghold,2240152949,"""6917529191593756811""",,Exotic,Gauntlets,,Titan,1350,,Arc Energy Capacity,10,Vault,true,true,false,2,6,,17,13,9,10,8,21,78,0,15,11,7,8,6,19,66,0,combatstyle,,Minor Resist*,Light Arms Loader*,Light Arms Loader*,Shadow Gilt*,Upgrade Armor*,*,*,*,*,Otto's Resolve*,Clenched Fist*,,,,
Shinobu's Vow,1053737370,"""6917529805052632121""",,Exotic,Gauntlets,,Hunter,1570,,Solar Energy Capacity,5,Vault,true,true,false,1,2,,19,11,2,22,7,2,63,0,19,11,2,22,7,2,63,0,combatstyle,,Upgrade Armor*,*,*,*,*,New Tricks*,,,,,,,,,
Eidolon Pursuant Pants,256122438,"""6917529797208714160""",,Legendary,Leg Armor,haunted,Warlock,1560,,Arc Energy Capacity,5,Vault,true,true,false,5,17,,2,40,2,10,2,21,77,0,2,30,2,10,2,21,67,0,combatstyle,,Resilience Mod*,Upgrade Armor*,*,*,*,*,Visage of the Reaper*,,,,,,,,
Dunemarchers,1160559849,"""6917529762591442230""",,Exotic,Leg Armor,,Titan,1565,,Arc Energy Capacity,4,Vault,true,true,false,1,1,,9,16,9,8,15,7,64,0,9,16,9,8,15,7,64,0,combatstyle,,Upgrade Armor*,*,*,*,*,Linear Actuators*,,,,,,,,,
Iron Truage Grips,2723059534,"""6917529095072623815""",,Legendary,Gauntlets,ironbanner,Hunter,1350,1060,Arc Damage Resistance,3,Vault,false,true,false,2,7,,20,10,0,5,10,5,50,0,10,10,0,5,10,5,40,0,,,Heavy Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 3 Armor*,Enhanced Momentum Transfer*,Rifle Loader,Fusion Rifle Scavenger*,Sword Scavenger,Hive Repurposing*,,,,,,
Bulletsmith's Ire Helm,2921334134,"""6917529088109970043""",,Legendary,Helmet,dcv,Titan,1350,1060,Arc Damage Resistance,2,Vault,false,false,false,2,5,,0,30,0,5,10,5,50,0,0,20,0,5,10,5,40,0,,,Heavy Titan Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Tier 2 Armor*,Midnight Smith*,Pulse Rifle Targeting,Pump Action,Enhanced Sniper Rifle Targeting*,Linear Fusion Rifle Reserves,Shotgun Reserves*,,,,,
Celestial Nighthawk,1321354573,"""6917529797919049390""",,Exotic,Helmet,,Hunter,1570,,Arc Energy Capacity,10,Vault,true,false,false,1,1,,15,17,8,8,20,9,77,0,13,15,6,6,18,7,65,0,combatstyle,,Upgrade Armor*,*,*,*,*,Hawkeye Hack*,,,,,,,,,
Shadow's Grips,1946621757,"""6917529094947302205""",,Legendary,Gauntlets,crownofsorrow,Hunter,1350,1060,Void Damage Resistance,1,Vault,false,true,false,2,7,,20,0,10,5,5,5,45,0,10,0,10,5,5,5,35,0,,,Survivalist Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Paragon Mod*,Tier 1 Armor*,Imperial Opulence*,Fusion Rifle Loader*,Shotgun Loader,Momentum Transfer,Fusion Rifle Scavenger*,Grenade Launcher Scavenger,Empty Activity Mod Socket*,,,
Deep Explorer Gloves,3260781446,"""6917529804426237640""",,Legendary,Gauntlets,duality,Warlock,1560,,Void Energy Capacity,3,Vault,true,true,false,5,17,,2,26,2,16,16,2,64,0,2,26,2,16,16,2,64,0,combatstyle,,Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,,,,
Hood of the Great Hunt,3251351304,"""6917529090064930973""",,Legendary,Helmet,lastwish,Warlock,1350,1060,Void Damage Resistance,5,Vault,false,true,false,2,4,,0,0,30,5,5,10,50,0,0,0,20,5,5,10,40,0,,,Restorative Warlock Armor*,Plasteel Reinforcement Mod,Restorative Mod*,Masterwork*,Calus's Preferred*,Auto Rifle Targeting,Hand Cannon Targeting,Enhanced Sniper Rifle Targeting*,Heavy Ammo Finder,Machine Gun Reserves*,,,,,
Solstice Helm (Majestic),1510405477,"""6917529102122493293""",,Legendary,Helmet,events,Titan,1350,1060,Void Energy Capacity,5,Vault,true,true,false,2,7,Solstice,10,2,10,6,12,6,46,0,10,2,10,6,12,6,46,0,,,Hand Cannon Ammo Finder*,Upgrade Armor*,*,*,*,*,Remove Armor Glow*,,,,,,,,
Annealed Shaper Boots,3416654206,"""6917529086881601479""",,Legendary,Leg Armor,,Warlock,1350,1060,Arc Damage Resistance,2,Vault,false,true,false,2,5,,0,10,20,5,5,10,50,0,0,0,20,5,5,10,40,0,,,Restorative Warlock Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Tier 2 Armor*,Rasmussen Clan*,Fusion Rifle Dexterity*,Grenade Launcher Dexterity,Scout Rifle Scavenger,Special Ammo Finder*,,,,,,
Iron Fellowship Boots,2426788417,"""6917529086239633022""",,Legendary,Leg Armor,ironbanner,Warlock,1350,1060,Solar Damage Resistance,5,Vault,false,true,false,2,5,,20,0,10,10,5,5,50,0,10,0,10,10,5,5,40,0,,,Mobile Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Masterwork*,Frumious Blue*,Sniper Rifle Dexterity*,Bomber,Pulse Rifle Scavenger*,Primary Ammo Finder,,,,,,
Dunemarchers,1160559849,"""6917529762406868048""",,Exotic,Leg Armor,,Titan,1564,,Solar Energy Capacity,2,Vault,true,true,false,1,1,,13,19,2,19,12,2,67,0,13,19,2,19,12,2,67,0,combatstyle,,Upgrade Armor*,*,*,*,*,Linear Actuators*,,,,,,,,,
Caliban's Hand,3453042252,"""6917529770381803700""",,Exotic,Gauntlets,lostsectors,Hunter,1569,,Stasis Cost,3,Vault,true,true,false,5,17,,8,15,7,6,19,8,63,0,8,15,7,6,19,8,63,0,combatstyle,,Upgrade Armor*,*,*,*,*,Roast 'Em*,,,,,,,,,
Iron Symmachy Gloves,1822989604,"""6917529091520087226""",,Legendary,Gauntlets,ironbanner,Warlock,1350,1060,Arc Damage Resistance,1,Vault,false,true,false,2,6,,0,10,20,5,5,10,50,0,0,0,20,5,5,10,40,0,,,Restorative Warlock Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Tier 1 Armor*,Iron Ruby*,Hand Cannon Loader*,Sniper Rifle Scavenger*,,,,,,,,
Shadow's Grips,1946621757,"""6917529094141975787""",,Legendary,Gauntlets,crownofsorrow,Hunter,1350,1060,Solar Damage Resistance,2,Vault,false,true,false,2,7,,20,10,0,5,10,5,50,0,10,10,0,5,10,5,40,0,,,Heavy Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 2 Armor*,Imperial Opulence*,Scout Rifle Loader*,Impact Induction,Momentum Transfer,Grenade Launcher Scavenger*,Sniper Rifle Scavenger,Empty Activity Mod Socket*,,,,
Wormhusk Crown,3562696927,"""6917529804580566611""",,Exotic,Helmet,,Hunter,1570,,Solar Energy Capacity,9,Vault,true,true,false,1,3,,15,8,10,18,6,7,64,0,15,8,10,18,6,7,64,0,combatstyle,,Upgrade Armor*,*,*,*,*,Burning Souls*,,,,,,,,,
Inaugural Revelry Grips,4203612964,"""6917529092470404203""",,Legendary,Gauntlets,events,Hunter,1350,1060,Void Damage Resistance,1,Vault,false,false,false,2,6,The Revelry,10,10,10,5,5,5,45,0,10,0,10,5,5,5,35,0,,,Survivalist Hunter Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Tier 1 Armor*,Auto Rifle Loader,Kinetic Weapon Loader*,Shotgun Scavenger,Machine Gun Scavenger*,,,,,,,
Notorious Reaper Grips,3587100703,"""6917529091089253715""",,Legendary,Gauntlets,gambitprime,Hunter,1350,1060,Void Damage Resistance,5,Vault,false,true,false,2,6,,20,10,0,5,10,5,50,0,10,10,0,5,10,5,40,0,,,Heavy Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Masterwork*,Grenade Launcher Loader*,Grenade Launcher Scavenger*,,,,,,,,,
Candescent Strides,1270288709,"""6917529804603902643""",,Legendary,Leg Armor,events,Hunter,1350,,Solar Energy Capacity,10,Vault,true,true,false,5,17,Solstice,4,14,22,38,4,4,86,0,2,12,20,26,2,2,64,0,combatstyle,,Discipline Mod*,Upgrade Armor*,*,*,*,*,Spark of Recovery*,No Kindling Added*,Small Kindling*,Large Kindling*,Fully Rekindled*,,,,
Solstice Grasps (Majestic),2393578168,"""6917529098944809717""",,Legendary,Gauntlets,events,Hunter,1350,1060,Arc Damage Resistance,1,Vault,false,true,false,2,7,Solstice,30,0,0,10,5,5,50,0,20,0,0,10,5,5,40,0,,,Mobile Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 1 Armor*,Auto Rifle Loader*,Impact Induction,Enhanced Rocket Launcher Loader,Grenade Launcher Scavenger*,Heavy Ammo Finder,Empty Activity Mod Socket*,Remove Armor Glow*,,,,
Iron Fellowship Hood,2055774222,"""6917529087927097645""",,Legendary,Helmet,ironbanner,Warlock,1350,1060,Arc Damage Resistance,1,Vault,false,true,false,2,5,,20,0,10,10,5,5,50,0,10,0,10,10,5,5,40,0,,,Mobile Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Tier 1 Armor*,Iron Strength*,Sniper Rifle Targeting*,Hands-On,Sniper Rifle Reserves*,Machine Gun Reserves,,,,,,
Eternal Warrior,2808156426,"""6917529801564463978""",,Exotic,Helmet,,Titan,1570,,Arc Energy Capacity,9,Vault,true,true,false,1,3,,12,12,10,2,14,17,67,0,12,12,10,2,14,17,67,0,combatstyle,,Upgrade Armor*,*,*,*,*,Resolute*,,,,,,,,,
Citan's Ramparts,1190497097,"""6917529801486120781""",,Exotic,Gauntlets,,Titan,1570,,Solar Energy Capacity,3,Vault,true,true,false,3,10,,7,22,2,12,7,13,63,0,7,22,2,12,7,13,63,0,combatstyle,,Upgrade Armor*,*,*,*,*,Assault Barricade*,,,,,,,,,
Reverie Dawn Gloves,2761343386,"""6917529083485889317""",,Legendary,Gauntlets,dreaming,Warlock,1350,1060,Void Damage Resistance,1,Vault,false,true,false,2,4,,20,0,10,10,5,5,50,0,10,0,10,10,5,5,40,0,,,Mobile Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Riven's Curse*,Tier 1 Armor*,New Age Black Armory*,Momentum Transfer,Enhanced Impact Induction*,Enhanced Rocket Launcher Loader,Sniper Rifle Scavenger*,Machine Gun Scavenger,,,,
Solstice Gloves (Majestic),2127474099,"""6917529100704241870""",,Legendary,Gauntlets,events,Warlock,1350,1060,Solar Energy Capacity,5,Vault,true,true,false,2,7,Solstice,10,6,6,12,2,12,48,0,10,6,6,12,2,12,48,0,,,Rifle Loader*,Upgrade Armor*,*,*,*,*,Remove Armor Glow*,,,,,,,,
Righteous Mask,382498903,"""6917529170746510001""",,Legendary,Helmet,,Hunter,1350,1260,Void Energy Capacity,1,Vault,true,true,false,3,9,,10,14,2,2,11,13,52,0,10,14,2,2,11,13,52,0,legacy,,Powerful Friends*,Change Energy Type*,*,*,*,*,,,,,,,,,
Notorious Collector Grips,1769446801,"""6917529092034682145""",,Legendary,Gauntlets,gambitprime,Hunter,1350,1060,Void Damage Resistance,5,Vault,false,true,false,2,6,,20,10,0,5,10,5,50,0,10,10,0,5,10,5,40,0,,,Heavy Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Masterwork*,Kinetic Weapon Loader*,Machine Gun Scavenger*,,,,,,,,,
Mask of Bakris,1619425569,"""6917529804580563863""",,Exotic,Helmet,lostsectors,Hunter,1570,,Arc Energy Capacity,9,Vault,true,true,false,4,12,,12,12,9,16,16,2,67,0,12,12,9,16,16,2,67,0,combatstyle,,Upgrade Armor*,*,*,*,*,Light Shift*,,,,,,,,,
Iron Truage Legs,1717896437,"""6917529095143863364""",,Legendary,Leg Armor,ironbanner,Warlock,1350,1060,Solar Damage Resistance,3,Vault,false,true,false,2,7,,10,10,10,5,5,5,45,0,0,10,10,5,5,5,35,0,,,Heavy Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 3 Armor*,Power Dexterity*,Light Arms Dexterity,Sidearm Scavenger*,Scout Rifle Scavenger,Empty Activity Mod Socket*,,,,,,
Phoenix Protocol,4057299719,"""6917529440337810070""",,Exotic,Chest Armor,,Warlock,1350,,Arc Energy Capacity,10,Vault,true,true,false,2,4,,6,18,27,4,26,28,109,0,4,16,15,2,24,6,67,0,combatstyle,,Recovery Mod*,Concussive Dampener*,Arc Resistance*,Radiant Light*,Upgrade Armor*,*,*,*,*,Battle-Hearth*,,,,,
Shadow's Gloves,1457195686,"""6917529094974400570""",,Legendary,Gauntlets,crownofsorrow,Warlock,1350,1060,Arc Damage Resistance,2,Vault,false,true,false,2,7,,10,10,10,10,5,5,50,0,10,0,10,10,5,5,40,0,,,Mobile Warlock Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Tier 2 Armor*,Imperial Opulence*,Shotgun Loader*,Sidearm Loader,Light Arms Loader,Linear Fusion Rifle Scavenger*,Machine Gun Scavenger,Empty Activity Mod Socket*,,,,
Scatterhorn Wraps,1069453608,"""6917529065009405664""",,Legendary,Gauntlets,tangled,Warlock,1350,1060,Heroic Resistance,5,Vault,false,true,false,2,4,,0,10,20,5,5,10,50,0,0,0,20,5,5,10,40,0,,,Restorative Warlock Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Masterwork*,Gift of the Nine*,Fastball,Kinetic Weapon Loader*,Grenade Launcher Scavenger*,Special Ammo Finder,,,,,,
Blight Ranger,1703551922,"""6917529806476406395""",,Exotic,Helmet,lostsectors,Hunter,1570,,Void Energy Capacity,1,Vault,true,true,false,5,16,,10,14,6,9,9,13,61,0,10,14,6,9,9,13,61,0,combatstyle,,Change Energy Type*,*,*,*,*,Voltaic Mirror*,,,,,,,,,
Inaugural Revelry Grips,419435523,"""6917529204479499692""",,Legendary,Gauntlets,events,Hunter,1350,1060,Void Energy Capacity,10,Vault,true,true,false,2,6,The Revelry,22,8,4,10,15,9,68,0,20,6,2,8,13,7,56,0,,,Upgrade Armor*,*,*,*,*,,,,,,,,,,
Woven Firesmith Grips,240988159,"""6917529090576701752""",,Legendary,Gauntlets,,Hunter,1350,1060,Void Damage Resistance,1,Vault,false,true,false,2,5,,30,0,0,10,5,5,50,0,20,0,0,10,5,5,40,0,,,Mobile Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 1 Armor*,Indigo Matrix*,Impact Induction*,Momentum Transfer,Sniper Rifle Scavenger*,Heavy Ammo Finder,,,,,,
Geomag Stabilizers,121305948,"""6917529463063295571""",,Exotic,Leg Armor,,Warlock,1570,,Void Energy Capacity,10,Vault,true,true,false,2,4,,10,19,20,10,22,4,85,0,8,7,18,8,20,2,63,0,combatstyle,,Resilience Mod*,Rocket Launcher Scavenger*,Better Already*,Graceful Phantom*,Upgrade Armor*,*,*,*,*,Electromag Stabilizers*,Close Enough*,,,,
Orpheus Rig,193869523,"""6917529806502567112""",,Exotic,Leg Armor,,Hunter,1570,,Void Energy Capacity,2,Vault,true,true,false,1,1,,18,12,2,14,14,2,62,0,18,12,2,14,14,2,62,0,combatstyle,,Upgrade Armor*,*,*,*,*,Uncanny Arrows*,,,,,,,,,
Boots of the Great Hunt,1195800715,"""6917529090873793895""",,Legendary,Leg Armor,lastwish,Warlock,1350,1060,Void Damage Resistance,5,Vault,false,true,false,2,4,,10,10,10,10,5,5,50,0,10,0,10,10,5,5,40,0,,,Mobile Warlock Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Masterwork*,Kinetic Dexterity*,Rifle Dexterity,Enhanced Bomber,Hand Cannon Scavenger*,Primary Ammo Finder,,,,,,
Notorious Invader Mask,493448178,"""6917529096976372470""",,Legendary,Helmet,gambitprime,Hunter,1350,1060,Solar Damage Resistance,5,Vault,false,true,false,2,6,,10,20,0,5,10,5,50,0,10,10,0,5,10,5,40,0,,,Heavy Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Masterwork*,Tangled Rust*,Hands-On*,Machine Gun Reserves*,,,,,,,,
Gunsmith's Devotion Crown,1624906371,"""6917529084563424321""",,Legendary,Helmet,dcv,Warlock,1350,1060,Solar Damage Resistance,1,Vault,false,true,false,2,5,,0,20,10,5,5,5,45,0,0,10,10,5,5,5,35,0,,,Heavy Warlock Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 1 Armor*,Midnight Smith*,Sidearm Targeting,Ashes to Assets*,Enhanced Hand Cannon Targeting,Grenade Launcher Reserves*,Heavy Ammo Finder,,,,,
Solstice Hood (Resplendent),545021994,"""6917529062338171110""",,Legendary,Helmet,events,Warlock,1350,1060,,,Vault,false,true,false,1,3,Solstice,10,10,10,5,5,5,45,0,0,10,10,5,5,5,35,0,,,Heavy Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Solstice Hood (Rekindled)*,Masterwork Armor*,Arcing Helmet Glow*,,,,,,,,,
Orpheus Rig,193869523,"""6917529774594032857""",,Exotic,Leg Armor,,Hunter,1350,,Arc Energy Capacity,1,Vault,true,false,false,1,1,,12,6,6,6,12,6,48,0,12,6,6,6,12,6,48,0,combatstyle,,Change Energy Type*,*,*,*,*,Uncanny Arrows*,,,,,,,,,
Lucky Raspberry,903984858,"""6917529797923774846""",,Exotic,Chest Armor,,Hunter,1570,,Stasis Cost,2,Vault,true,true,false,1,1,,11,23,2,14,12,6,68,0,11,23,2,14,12,6,68,0,combatstyle,,Upgrade Armor*,*,*,*,*,Probability Matrix*,,,,,,,,,
Dreamer's Bond,320310251,"""6917529193687045811""",,Common,Warlock Bond,campaign,Warlock,21,,Arc Energy Capacity,5,Vault,true,false,false,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Upgrade Armor*,,,,,,,,,,,,,,
Fr0st-EE5,574694189,"""6917529097597713414""",,Exotic,Leg Armor,,Hunter,1350,,,,Vault,false,true,false,1,3,,35,0,0,5,5,10,55,0,20,0,0,5,5,10,40,0,,,Rapid Cooldown*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Paragon Mod*,Traction*,Primary Ammo Finder*,*,,,,,,,,
Crown of Tempests,3381022969,"""6917529798190182692""",,Exotic,Helmet,,Warlock,1560,,Arc Energy Capacity,1,Vault,true,true,false,1,1,,3,30,3,16,2,16,70,0,3,30,3,16,2,16,70,0,combatstyle,,Change Energy Type*,*,*,*,*,Conduction Tines*,,,,,,,,,
Outlawed Reaper Gloves,3734494145,"""6917529091882723663""",,Legendary,Gauntlets,gambitprime,Warlock,1350,1060,Void Damage Resistance,5,Vault,false,false,false,2,6,,10,10,10,5,5,5,45,0,0,10,10,5,5,5,35,0,,,Heavy Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Masterwork*,Auto Rifle Loader*,Special Ammo Finder*,,,,,,,,,
Notorious Sentry Robes,2765681918,"""6917529100264314353""",,Legendary,Chest Armor,gambitprime,Warlock,1350,1060,Solar Damage Resistance,1,Vault,false,false,false,2,6,,0,20,20,5,5,10,60,0,0,10,20,5,5,10,50,0,,,Restorative Warlock Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 1 Armor*,Unflinching Linear Fusion Aim*,Auto Rifle Reserves*,,,,,,,,,
Solstice Strides (Resplendent),3791120690,"""6917529062763766904""",,Legendary,Leg Armor,events,Hunter,1350,1060,,,Vault,false,true,false,1,3,Solstice,10,10,10,5,5,5,45,0,0,10,10,5,5,5,35,0,,,Survivalist Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Solstice Strides (Rekindled)*,Petiolora Growth*,Masterwork Armor*,Arcing Leg Glow*,,,,,,,,
Reverie Dawn Hood,185695659,"""6917529090835565254""",,Legendary,Helmet,dreaming,Warlock,1350,1060,Solar Damage Resistance,5,Vault,false,true,false,2,4,,10,0,20,5,5,10,50,0,0,0,20,5,5,10,40,0,,,Restorative Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Riven's Curse*,Masterwork*,Bumblebee*,Bow Targeting,Hands-On,Enhanced Linear Fusion Targeting*,Shotgun Reserves*,Sniper Rifle Reserves,,,,
Inaugural Revelry Strides,1839291598,"""6917529092185217544""",,Legendary,Leg Armor,events,Hunter,1350,1060,Arc Damage Resistance,1,Vault,false,true,false,2,6,The Revelry,30,0,0,10,5,5,50,0,20,0,0,10,5,5,40,0,,,Mobile Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Paragon Mod*,Tier 1 Armor*,Perpetuation*,Outreach,Pulse Rifle Scavenger*,Special Ammo Finder,,,,,,
