Name,Hash,Id,Tag,Tier,Type,Source,Equippable,Power,Power Limit,Energy Capacity,Owner,Locked,Equipped,Year,Season,Event,Mobility,Resilience,Recovery,Discipline,Intellect,Strength,Total,Mobility (Base),Resilience (Base),Recovery (Base),Discipline (Base),Intellect (Base),Strength (Base),Total (Base),Seasonal Mod,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12
Strides of the Taken King,726878794,"""6917529905449391017""",infuse,Legendary,Leg Armor,dungeon,Hunter,1810,,5,Vault,false,false,6,21,,10,15,6,12,2,16,61,10,15,6,12,2,16,61,,,,Upgrade Armor*,*,*,*,*,,,,,,,,
Plate of Agony,824228793,"""6917529881260279314""",infuse,Legendary,Chest Armor,nightmare,Titan,1803,,2,Vault,false,false,6,20,,2,27,2,6,10,14,61,2,27,2,6,10,14,61,rootofnightmares,,,Upgrade Armor*,*,*,*,*,,,,,,,,
Eidolon Pursuant Mask,1285042454,"""6917529781856704343""",,Legendary,Helmet,haunted,Hunter,1600,,10,Vault,true,false,5,17,,4,12,22,23,4,12,77,2,10,20,21,2,10,65,, - Renewal Grasps - ,"#pve, high recovery + high discipline",Arc Siphon*,Kinetic Siphon*,Sinking Feeling*,Upgrade Armor*,*,*,*,*,Visage of the Reaper*,,,,
Mouth of Ur,1537426592,"""6917529856240771574""",,Legendary,Helmet,kf,Warlock,1810,,10,Vault,true,false,5,18,,4,16,18,22,4,11,75,2,14,16,20,2,9,63,kingsfall,,high total,Arc Siphon*,Ashes to Assets*,Special Ammo Finder*,Erebos Glance*,Upgrade Armor*,*,*,*,*,,,,
Candescent Mark,2710628962,"""6917529799377048422""",junk,Legendary,Titan Mark,events,Titan,1600,,10,Vault,false,false,5,17,Solstice,2,2,2,2,2,2,12,0,0,0,0,0,0,0,,,#pvp,Skele-Ghaul*,Upgrade Armor*,Phenotype Plasticity Mark*,,,,,,,,,,
Swarmers,2463947681,"""6917529869666137621""",,Exotic,Leg Armor,lostsectors,Warlock,1775,,10,Vault,true,false,6,20,,8,12,18,18,12,14,82,6,10,16,11,10,12,65,, - Threadlings - ,"#strand, #casual #pve",Minor Discipline Mod*,Kinetic Weapon Surge*,Recuperation*,Stacks on Stacks*,Gambit Jadestone*,Upgrade Armor*,*,*,*,*,Swarmers*,,
Geomag Stabilizers,121305948,"""6917529877664285741""",,Exotic,Leg Armor,,Warlock,1810,,10,Vault,false,false,2,4,,4,25,12,11,21,4,77,2,23,10,9,19,2,65,,,high resilience + high intellect,Sinking Feeling*,Upgrade Armor*,*,*,*,*,Alternate Conduction*,Close Enough*,,,,,
Kabr's Battlecage,4029224226,"""6917529430646320853""",archive,Legendary,Helmet,vaultofglass,Titan,1600,,10,Vault,true,false,4,14,,4,4,31,14,22,4,79,2,2,29,12,20,2,67,vaultofglass,,"#pve, high recovery + high intellect",Horizon Blush*,Upgrade Armor*,*,*,*,*,Dragonfly Regalia Helm*,,,,,,
Dead End Cure 2.1,1835885085,"""6917529892105915010""",infuse,Legendary,Chest Armor,legendaryengram,Hunter,1810,,1,Vault,false,false,4,15,,17,2,6,12,8,6,51,17,2,6,12,8,6,51,,,,Upgrade Armor*,*,*,*,*,,,,,,,,
Eidolon Pursuant Helm,527342912,"""6917529804395095162""",,Legendary,Helmet,haunted,Titan,1600,,10,Vault,true,false,5,17,,12,23,4,31,4,4,78,10,21,2,29,2,2,66,,,high resilience + high discipline,Upgrade Armor*,*,*,*,*,Visage of the Reaper*,,,,,,,
Vest of the Ace-Defiant,2232730709,"""6917529111994273712""",,Legendary,Chest Armor,dcv,Hunter,1600,,10,Vault,true,false,3,11,,8,10,16,22,9,8,73,6,8,14,20,7,6,61,,,high discipline,Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Nemean Cuirass*,,,,,,
Boots of Trepidation,807905267,"""6917529877597593926""",,Legendary,Leg Armor,nightmare,Hunter,1810,,10,Vault,true,false,6,20,,4,22,13,17,10,9,75,2,20,11,15,8,7,63,rootofnightmares,,"#raid, high total",Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Focused Darkness*,,,,,,
Robes of Detestation,2597227950,"""6917529885118404872""",,Legendary,Chest Armor,nightmare,Warlock,1810,,10,Vault,true,false,6,20,,4,10,23,26,4,9,76,2,8,21,24,2,7,64,rootofnightmares,,"#raid, high recovery + high discipline",Upgrade Armor*,*,*,*,*,,,,,,,,
Legacy's Oath Cloak,1021060724,"""6917529211815816254""",,Legendary,Hunter Cloak,deepstonecrypt,Hunter,1600,,10,Vault,true,false,4,12,,2,2,2,2,2,2,12,0,0,0,0,0,0,0,deepstonecrypt,,#pve,Amethyst Veil*,Upgrade Armor*,,,,,,,,,,,
Gwisin Vest,1474735276,"""6917529203513476750""",archive,Exotic,Chest Armor,,Hunter,1600,,1,Vault,true,false,2,4,,11,13,11,8,16,7,66,11,13,11,8,16,7,66,,,"#void, #pvp",Upgrade Armor*,*,*,*,*,Roving Assassin*,,,,,,,
Iron Companion Vestments,1011882337,"""6917529894985154804""",infuse,Legendary,Chest Armor,ironbanner,Warlock,1810,,1,Vault,false,false,5,19,,2,14,16,9,17,6,64,2,14,16,9,17,6,64,,,,Upgrade Armor*,*,*,*,*,Iron Lord's Pride*,,,,,,,
Resonant Fury Cloak,4124357755,"""6917529813656770248""",,Legendary,Hunter Cloak,votd,Hunter,1600,,5,Vault,false,false,5,16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vowofthedisciple,,#raid,Upgrade Armor*,,,,,,,,,,,,
Resonant Fury Greaves,365727964,"""6917529674978966501""",,Legendary,Leg Armor,votd,Titan,1600,,10,Vault,true,false,5,16,,4,11,23,16,12,8,74,2,9,21,14,10,6,62,vowofthedisciple,,"#raid, high recovery",Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Kairos Function Greaves*,,,,,,
Kerak Type 2,623912054,"""6917529370035686911""",,Legendary,Leg Armor,legendaryengram,Titan,1600,,10,Vault,true,false,4,12,,4,4,29,16,10,11,74,2,2,27,14,8,9,62,,Aeons,"#pve, high recovery",Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Kabr's Forceful Greaves*,,,,,,
Holdfast Vest,2930001572,"""6917529203513473650""",junk,Legendary,Chest Armor,seasonpass,Hunter,1600,,10,Vault,false,false,3,11,,4,4,30,10,12,14,74,2,2,28,8,10,12,62,,PvP Stompees,"#pvp, high recovery",Bloody Tooth*,Upgrade Armor*,*,*,*,*,Vest of the Great Hunt*,,,,,,
Gloves of the Taken King,587762963,"""6917529904961105199""",,Legendary,Gauntlets,dungeon,Warlock,1800,,5,Vault,true,false,6,21,,6,22,2,2,23,6,61,6,22,2,2,23,6,61,,,high resilience + high intellect,Dreamtide Daybreak*,Upgrade Armor*,*,*,*,*,,,,,,,
Stronghold,2240152949,"""6917529263492389196""",,Exotic,Gauntlets,,Titan,1600,,5,Vault,true,false,2,6,,2,12,16,2,17,10,59,2,12,16,2,17,10,59,,,"#neutral, #endgame #pve, high recovery + high intellect",Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Otto's Resolve*,Clenched Fist*,,,,,
Eidolon Pursuant Greaves,1795075811,"""6917529804395101100""",,Legendary,Leg Armor,haunted,Titan,1600,,10,Vault,true,false,5,17,,4,25,8,28,4,4,73,2,23,6,26,2,2,61,,,high resilience + high discipline,Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Visage of the Reaper*,,,,,,
Greaves of Agony,3846650177,"""6917529899327097753""",infuse,Legendary,Leg Armor,nightmare,Titan,1808,,5,Vault,false,false,6,20,,6,25,2,7,2,20,62,6,25,2,7,2,20,62,rootofnightmares,,,Upgrade Armor*,*,*,*,*,,,,,,,,
Tangled Web Vest,2277119328,"""6917529894137116952""",infuse,Legendary,Chest Armor,legendaryengram,Hunter,1810,,4,Vault,false,false,4,15,,10,6,10,18,7,2,53,10,6,10,18,7,2,53,,,,Upgrade Armor*,*,*,*,*,,,,,,,,
Frumious Strides,20158663,"""6917529893099802777""",infuse,Legendary,Leg Armor,ikora,Hunter,1810,,2,Vault,false,false,4,12,,14,2,13,12,8,7,56,14,2,13,12,8,7,56,,,,Upgrade Armor*,*,*,*,*,,,,,,,,
Lightkin Mask,30472172,"""6917529393604141604""",archive,Legendary,Helmet,servitor,Hunter,1600,,10,Vault,true,false,4,14,,9,4,23,10,18,8,72,7,2,21,8,16,6,60,,PvP Stompees,"#pvp, high recovery + high intellect",Horizon Blush*,Upgrade Armor*,*,*,*,*,,,,,,,
Solstice Plate (Magnificent),3654315694,"""6917529200977106487""",,Legendary,Chest Armor,events,Titan,1600,,10,Vault,true,false,3,11,Solstice,10,10,17,21,4,12,74,8,8,15,19,2,10,62,,,high discipline,Valkyrie Zero*,Upgrade Armor*,*,*,*,*,,,,,,,
Verity's Brow,2428181146,"""6917529152069460459""",junk,Exotic,Helmet,,Warlock,1600,,10,Vault,false,false,1,3,,9,4,23,24,8,4,72,7,2,21,22,6,2,60,,,"#neutral, #raid/#casual #pve",Clouds at Sea*,Upgrade Armor*,*,*,*,*,The Fourth Magic*,,,,,,
Iron Companion Hood,960442438,"""6917529907901933153""",,Legendary,Helmet,ironbanner,Warlock,1810,,3,Vault,false,false,5,19,,2,10,19,20,2,12,65,2,10,19,20,2,12,65,,,,Upgrade Armor*,*,*,*,*,Iron Lord's Pride*,,,,,,,
Gauntlets of the Taken King,1664757090,"""6917529907093043050""",,Legendary,Gauntlets,dungeon,Titan,1808,,2,Vault,false,false,6,21,,6,17,10,11,10,12,66,6,17,10,11,10,12,66,artifice,,,Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,,
Phoenix's Fire,3628145148,"""6917529335502587025""",junk,Legendary,Warlock Bond,events,Warlock,1600,,10,Vault,false,false,4,13,Guardian Games,2,2,2,2,2,2,12,0,0,0,0,0,0,0,," - Contraverse Holds - ,  - Nezarec's Sin - ,  - Eye of Another World",#pve,Malachite Gold*,Upgrade Armor*,Friendly Competition*,,,,,,,,,,
Icarus Drifter Grips,3239215026,"""6917529478784186895""",junk,Legendary,Gauntlets,legendaryengram,Hunter,1600,,10,Vault,false,false,3,11,,9,4,25,4,23,9,74,7,2,23,2,21,7,62,, - Orpheus Rigs - ,"#pve, high recovery + high intellect",Deprecated Armor Mod*,Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Epialos Following Grasps*,,,,,
Corrupting Echo Cover,3171090615,"""6917529901263367391""",,Legendary,Helmet,30th,Warlock,1800,,10,Vault,false,false,4,15,,11,10,18,31,4,4,78,9,8,16,29,2,2,66,artifice,,high disipline,Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,,
Ursa Furiosa,1848640623,"""6917529798207742184""",,Exotic,Gauntlets,,Titan,1600,,10,Vault,true,false,2,4,,8,26,4,14,21,4,77,6,24,2,12,19,2,65,,,"#void, #endgame #pve",Upgrade Armor*,*,*,*,*,Ursine Guard*,,,,,,,
Eye of Another World,3381022970,"""6917529900235682231""",infuse,Exotic,Helmet,,Warlock,1810,,3,Vault,false,false,1,1,,10,2,20,14,7,10,63,10,2,20,14,7,10,63,,,,Upgrade Armor*,*,*,*,*,Cerebral Uplink*,,,,,,,
Liar's Handshake,4165919945,"""6917529427882293514""",,Exotic,Gauntlets,,Hunter,1600,,7,Vault,true,false,2,6,,22,2,12,2,21,10,69,22,2,12,2,21,10,69,,,"#arc, #pve, high mobility + high intellect",Skele-Ghaul*,Upgrade Armor*,*,*,*,*,Thalia's Reach*,Cross Counter*,,,,,
Tread of the Hezen Lords,170603856,"""6917529428586363524""",,Legendary,Leg Armor,vaultofglass,Warlock,1600,,10,Vault,true,false,4,14,,4,4,26,12,22,4,72,2,2,24,10,20,2,60,vaultofglass, - Eye of Another World,"#raid, high recovery + high intellect",Royal Welcome*,Upgrade Armor*,*,*,*,*,,,,,,,
Frumious Strides,20158663,"""6917529891195609401""",infuse,Legendary,Leg Armor,ikora,Hunter,1810,,4,Vault,false,false,4,12,,8,8,14,14,2,12,58,8,8,14,14,2,12,58,,,,Upgrade Armor*,*,*,*,*,,,,,,,,
Tusked Allegiance Gauntlets,187431790,"""6917529795810794406""",,Legendary,Gauntlets,psiops,Titan,1600,,9,Vault,false,false,5,16,,2,12,18,15,10,7,64,2,12,18,15,10,7,64,,,replace id:6917529353289756034,Upgrade Armor*,*,*,*,*,,,,,,,,
Mask of the Quiet One,3883866764,"""6917529805038875611""",archive,Exotic,Helmet,,Titan,1600,,10,Vault,true,false,1,1,,10,21,9,22,12,4,78,8,19,7,20,10,2,66,,,#pve,Carminica*,Upgrade Armor*,*,*,*,*,Thanatonaut's Peril*,Dreaded Visage*,,,,,
Eidolon Pursuant Helm,527342912,"""6917529804387537165""",junk,Legendary,Helmet,haunted,Titan,1600,,10,Vault,false,false,5,17,,4,23,12,18,14,4,75,2,21,10,16,12,2,63,,,high resilience + high total,Upgrade Armor*,*,*,*,*,Visage of the Reaper*,,,,,,,
Knucklehead Radar,1321354572,"""6917529537701279277""",archive,Exotic,Helmet,,Hunter,1600,,3,Vault,true,false,1,1,,3,3,30,2,13,16,67,3,3,30,2,13,16,67,,,"#neutral, #pvp, high recovery",Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Upgraded Sensor Pack*,,,,,,
Prime Zealot Cuirass,1133961267,"""6917529374314742673""",junk,Legendary,Chest Armor,vaultofglass,Hunter,1600,,10,Vault,false,false,4,14,,8,4,25,4,18,15,74,6,2,23,2,16,13,62,vaultofglass,Stompees,"#pve #raid, high recovery + high intellect",Carminica*,Upgrade Armor*,*,*,*,*,Celestial Cuirass*,,,,,,
The Shelter in Place,1276048857,"""6917529792624017635""",,Legendary,Chest Armor,strikes,Titan,1600,,9,Vault,true,false,3,10,,6,16,12,16,2,12,64,6,16,12,16,2,12,64,,,high total,Upgrade Armor*,*,*,*,*,,,,,,,,
TM-Earp Custom Vest,4288623897,"""6917529899638442420""",,Legendary,Chest Armor,dungeon,Hunter,1800,,4,Vault,false,false,5,19,,17,2,12,16,12,2,61,17,2,12,16,12,2,61,artifice,,"#pvp, #mw",Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,,
Channeling Treads (CODA),2022923313,"""6917529194842726429""",favorite,Legendary,Leg Armor,dungeon,Warlock,1802,,10,Vault,true,false,3,11,,4,10,22,8,28,4,76,2,8,20,6,26,2,64,,"PvP Eye of Another World - , PvP Astrocyte - , PvP Ophidian Aspects - ,  - PvP EoAW","#pvp, high recovery + high intellect",Crucible Redjack*,Upgrade Armor*,*,*,*,*,Iron Forerunner Boots*,,,,,,
Ursa Furiosa,1848640623,"""6917529899027156493""",infuse,Exotic,Gauntlets,,Titan,1805,,4,Vault,false,false,2,4,,13,17,2,16,11,2,61,13,17,2,16,11,2,61,,,,Upgrade Armor*,*,*,*,*,Ursine Guard*,,,,,,,
Mouth of Ur,1537426592,"""6917529895082221038""",,Legendary,Helmet,kf,Warlock,1800,,10,Vault,true,false,5,18,,4,21,24,28,4,8,89,2,19,12,26,2,6,67,kingsfall,,high total,Recovery Mod*,Upgrade Armor*,*,*,*,*,,,,,,,
Corrupting Echo Cover,3171090615,"""6917529902667810234""",,Legendary,Helmet,30th,Warlock,1800,,9,Vault,false,false,4,15,,10,2,21,21,9,2,65,10,2,21,21,9,2,65,artifice,,high recovery + high discipline,Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,,
Deep Explorer Boots,2819810688,"""6917529804409271596""",archive,Legendary,Leg Armor,duality,Warlock,1600,,5,Vault,true,false,5,17,,2,12,20,2,26,2,64,2,12,20,2,26,2,64,artifice,,high recovery + high intellect,Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,,
Iron Fellowship Cloak,1248530160,"""6917529203109656115""",,Legendary,Hunter Cloak,ironbanner,Hunter,1600,,10,Vault,true,false,3,11,,2,2,2,2,2,2,12,0,0,0,0,0,0,0,,,"#pvp, keep for iron banner bonus",Skele-Ghaul*,Upgrade Armor*,Lightkin Cloak*,Iron Lord's Pride*,,,,,,,,,
Hallowfire Heart,1192890598,"""6917529818246190164""",archive,Exotic,Chest Armor,,Titan,1600,,1,Vault,true,false,1,1,,4,20,10,23,2,7,66,4,20,10,23,2,7,66,,,"#solar, #casual #pve",Upgrade Armor*,*,*,*,*,Sunfire Furnace*,,,,,,,
Deep Explorer Gloves,3260781446,"""6917529876372365622""",,Legendary,Gauntlets,duality,Warlock,1800,,2,Vault,false,false,5,17,,2,21,6,16,13,2,60,2,21,6,16,13,2,60,artifice,,,Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,,
Techeun's Regalia Grips,164103153,"""6917529902959295748""",,Legendary,Gauntlets,seasonpass,Hunter,1800,,1,Vault,false,false,6,20,,26,2,2,26,2,6,64,26,2,2,26,2,6,64,,,high mobility + high discipline,Upgrade Armor*,*,*,*,*,Queen's Favor*,,,,,,,
Cyrtarachne's Facade,192896783,"""6917529872685098869""",,Exotic,Helmet,lostsectors,Hunter,1789,,1,Vault,false,false,6,20,,16,6,12,11,10,12,67,16,6,12,11,10,12,67,,,#strand #pvp,Upgrade Armor*,*,*,*,*,Acrobat's Focus*,,,,,,,
Boots of the Assembler,3045642045,"""6917529353191141979""",,Exotic,Leg Armor,lostsectors,Warlock,1810,,9,Vault,true,false,4,14,,2,12,18,7,16,8,63,2,12,18,7,16,8,63,,,"#neutral, #raid #pve, could be good replacement after bubble nerf, but people have to not be in the rift",Crucible Redjack*,Upgrade Armor*,*,*,*,*,Homespun Boots*,Blessing of Order*,,,,,
Eidolon Pursuant Plate,2288543943,"""6917529811432705200""",,Legendary,Chest Armor,haunted,Titan,1600,,10,Vault,true,false,5,17,,4,9,25,18,18,4,78,2,7,23,16,16,2,66,,,"high recovery, replace id:6917529200982161158",Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Phenotype Plasticity Plate*,Visage of the Reaper*,,,,,
Anti-Extinction Gloves,1600224949,"""6917529589967405432""",,Legendary,Gauntlets,do,Warlock,1810,,10,Vault,true,false,3,10,,4,4,32,18,4,16,78,2,2,30,16,2,14,66,," - Nezarec's Sin - ,  - Eye of Another World","#pve, high recovery, replace 1547 lightkin gloves",Byzantium Lotus*,Upgrade Armor*,*,*,*,*,Solstice Gloves (Magnificent)*,,,,,,
Corrupting Echo Gloves,2244604734,"""6917529902667805705""",,Legendary,Gauntlets,30th,Warlock,1800,,4,Vault,false,false,4,15,,8,16,9,26,2,6,67,8,16,9,26,2,6,67,artifice,,high discipline,Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,,
Corrupting Echo Boots,2663987096,"""6917529902667805919""",,Legendary,Leg Armor,30th,Warlock,1800,,2,Vault,false,false,4,15,,7,16,10,23,2,6,64,7,16,10,23,2,6,64,artifice,,high total,Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,,
War Mantis,803939997,"""6917529479817496061""",,Rare,Gauntlets,campaign,Hunter,1600,,5,Vault,true,false,2,4,,14,8,28,0,0,0,50,14,8,28,0,0,0,50,,,high recovery,Upgrade Armor*,*,*,*,*,,,,,,,,
An Insurmountable Skullfort,3216110440,"""6917529204270003820""",,Exotic,Helmet,,Titan,1600,,9,Vault,true,false,1,1,,8,8,17,14,13,2,62,8,8,17,14,13,2,62,,,"#arc, #casual #pve",Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Electronic Mindcage*,Transfusion Matrix*,,,,,
Deep Explorer Greaves,2649394513,"""6917529804444665193""",,Legendary,Leg Armor,duality,Titan,1600,,10,Vault,true,false,5,17,,12,22,4,23,12,4,77,10,20,2,21,10,2,65,artifice,,"high resilience + high discipline, id:6917529804444665193 is better, but this has an artifice slot",Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,,
Wild Hunt Grasps,2025716654,"""6917529826853576280""",junk,Legendary,Gauntlets,seasonpass,Hunter,1600,,10,Vault,false,false,4,12,,8,26,4,20,4,11,73,6,24,2,18,2,9,61,,,high resilience + high discipline,Upgrade Armor*,*,*,*,*,,,,,,,,
Legacy's Oath Vest,4001862073,"""6917529210633207191""",,Legendary,Chest Armor,deepstonecrypt,Hunter,1600,,10,Vault,true,false,4,12,,8,8,22,13,14,8,73,6,6,20,11,12,6,61,deepstonecrypt,,high recovery,Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Sun's Apex Vest*,,,,,,
Deep Explorer Boots,2819810688,"""6917529876372364201""",,Legendary,Leg Armor,duality,Warlock,1800,,2,Vault,false,false,5,17,,2,10,22,9,9,13,65,2,10,22,9,9,13,65,artifice,,high recovery,Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,,
Wraps of Detestation,2445962586,"""6917529886107898453""",,Legendary,Gauntlets,nightmare,Warlock,1810,,2,Vault,false,false,6,20,,2,8,23,9,8,13,63,2,8,23,9,8,13,63,rootofnightmares,,#raid,Upgrade Armor*,*,*,*,*,,,,,,,,
Errant Knight 1.0,3051359899,"""6917529889658987816""",infuse,Legendary,Helmet,legendaryengram,Hunter,1808,,1,Vault,false,false,4,12,,18,2,6,16,2,7,51,18,2,6,16,2,7,51,,,,Upgrade Armor*,*,*,*,*,,,,,,,,
Lightkin Strides,3827066919,"""6917529470061192610""",,Legendary,Leg Armor,servitor,Hunter,1600,,10,Vault,false,false,4,14,,4,11,22,18,14,4,73,2,9,20,16,12,2,61,,,high recovery + high total,Upgrade Armor*,*,*,*,*,,,,,,,,
Grips of Trepidation,3608027009,"""6917529897102709592""",infuse,Legendary,Gauntlets,nightmare,Hunter,1810,,5,Vault,false,false,6,20,,6,14,9,8,21,2,60,6,14,9,8,21,2,60,rootofnightmares,,,Upgrade Armor*,*,*,*,*,,,,,,,,
Eidolon Pursuant Veil,217647949,"""6917529799356497335""",archive,Legendary,Helmet,haunted,Warlock,1600,,2,Vault,true,false,5,17,,2,27,2,2,26,2,61,2,27,2,2,26,2,61,,,"high resilience + high intellect, if intellect becomes useful the stat total is insane",Upgrade Armor*,*,*,*,*,Visage of the Reaper*,,,,,,,
Lightkin Vest,3436655867,"""6917529482216462124""",archive,Legendary,Chest Armor,servitor,Hunter,1600,,10,Vault,true,false,4,14,,8,8,22,8,26,4,76,6,6,20,6,24,2,64,, - Orpheus Rigs - ,"#pvp, high recovery + high intellect",Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Epialos Following Vest*,,,,,,
Corrupting Echo Robes,3048458482,"""6917529902515526329""",,Legendary,Chest Armor,30th,Warlock,1800,,9,Vault,false,false,4,15,,6,24,2,21,10,2,65,6,24,2,21,10,2,65,artifice,,high resilience + high discipline,Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,,
Speedloader Slacks,2390471904,"""6917529894147046670""",,Exotic,Leg Armor,lostsectors,Hunter,1810,,5,Vault,true,false,6,20,,2,18,12,13,17,2,64,2,18,12,13,17,2,64,,,high total,Erebos Glance*,Upgrade Armor*,*,*,*,*,Tight Fit*,,,,,,
Corrupting Echo Gloves,2244604734,"""6917529902663658944""",,Legendary,Gauntlets,30th,Warlock,1800,,10,Vault,false,false,4,15,,11,4,24,25,10,4,78,9,2,22,23,8,2,66,artifice,,high recovery + high discipline,Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,,
Helm of Agony,3475635982,"""6917529885530704491""",infuse,Legendary,Helmet,nightmare,Titan,1806,,1,Vault,false,false,6,20,,9,12,10,20,2,10,63,9,12,10,20,2,10,63,rootofnightmares,,,Upgrade Armor*,*,*,*,*,,,,,,,,
TM-Moss Custom Duster,3185363346,"""6917529854494588147""",junk,Legendary,Chest Armor,dungeon,Warlock,1600,,10,Vault,false,false,5,19,,4,9,24,24,4,10,75,2,7,22,22,2,8,63,,,high recovery + high discipline,Upgrade Armor*,*,*,*,*,,,,,,,,
Peregrine Greaves,2255796155,"""6917529200117504995""",,Exotic,Leg Armor,,Titan,1600,,3,Vault,true,false,2,7,,15,3,14,7,17,8,64,15,3,14,7,17,8,64,,,"#neutral, #pvp",Crimson Valor*,Upgrade Armor*,*,*,*,*,Peregrine Strike*,,,,,,
Plate of the Taken King,638836294,"""6917529905948797794""",infuse,Legendary,Chest Armor,dungeon,Titan,1808,,1,Vault,false,false,6,21,,12,10,10,2,7,21,62,12,10,10,2,7,21,62,artifice,,,Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,,
Greaves of Agony,3846650177,"""6917529899311972566""",infuse,Legendary,Leg Armor,nightmare,Titan,1807,,3,Vault,false,false,6,20,,10,17,6,2,7,23,65,10,17,6,2,7,23,65,rootofnightmares,,,Upgrade Armor*,*,*,*,*,,,,,,,,
Hood of the Great Hunt,1350126011,"""6917529871147298472""",,Legendary,Helmet,lastwish,Warlock,1790,,10,Vault,false,false,4,12,,4,21,14,26,8,4,77,2,19,12,24,6,2,65,lastwish,,high total,Upgrade Armor*,*,*,*,*,,,,,,,,
Cobra's Hood,539974843,"""6917529350236083694""",,Legendary,Hunter Cloak,events,Hunter,1600,,1,Vault,true,false,4,13,Guardian Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Rustberry*,Upgrade Armor*,Friendly Competition*,,,,,,,,,,
Sage Rivalry Bond,3365248655,"""6917529179857656252""",,Legendary,Warlock Bond,events,Warlock,1600,,10,Vault,true,false,3,10,Guardian Games,2,2,2,2,2,2,12,0,0,0,0,0,0,0,,,#pvp,Spirit of Competition*,Dawning Celebration*,Upgrade Armor*,,,,,,,,,,
Renewal Grasps,2169905051,"""6917529896196534031""",,Exotic,Gauntlets,lostsectors,Hunter,1800,,10,Vault,false,false,5,16,,12,13,14,21,8,10,78,10,11,12,19,6,8,66,,,#stasis #endgame #pve,Erebos Glance*,Upgrade Armor*,*,*,*,*,Depths of Duskfield*,,,,,,
Wild Hunt Vest,1458739906,"""6917529855387577812""",,Legendary,Chest Armor,seasonpass,Hunter,1600,,10,Vault,false,false,4,12,,14,4,19,24,4,11,76,12,2,17,22,2,9,64,,,high total,Upgrade Armor*,*,*,*,*,,,,,,,,
Tusked Allegiance Mask,2516879931,"""6917529855306235564""",,Legendary,Helmet,psiops,Hunter,1600,,10,Vault,false,false,5,16,,4,24,11,18,15,4,76,2,22,9,16,13,2,64,,,high total,Upgrade Armor*,*,*,*,*,,,,,,,,
Helm of Agony,3475635982,"""6917529899311981686""",,Legendary,Helmet,nightmare,Titan,1808,,1,Vault,false,false,6,20,,2,22,10,14,12,2,62,2,22,10,14,12,2,62,rootofnightmares,,high resilience,Upgrade Armor*,*,*,*,*,,,,,,,,
Eidolon Pursuant Handguards,2489136103,"""6917529781850849228""",,Legendary,Gauntlets,haunted,Hunter,1600,,10,Vault,true,false,5,17,,4,8,26,26,4,9,77,2,6,24,24,2,7,65,,,high recovery + high discipline,Upgrade Armor*,*,*,*,*,Visage of the Reaper*,,,,,,,
TM-Moss Custom Pants,3870375786,"""6917529899632749728""",infuse,Legendary,Leg Armor,dungeon,Warlock,1810,,1,Vault,false,false,5,19,,2,9,20,6,20,7,64,2,9,20,6,20,7,64,artifice,,high recovery + high intellect,Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,,
Grasp of Eir,3398467185,"""6917529856257317115""",,Legendary,Gauntlets,kf,Warlock,1810,,10,Vault,true,false,5,18,,4,27,13,17,10,11,82,2,25,6,15,8,9,65,kingsfall,"Dawn Chorus - ,  - Threadlings - ","#pve, high resilience",Minor Recovery Mod*,Bolstering Detonation*,Amethyst Veil*,Upgrade Armor*,*,*,*,*,Painted Kitsune Gloves*,,,,
War Numen's Fist,2937773672,"""6917529899331519813""",infuse,Legendary,Gauntlets,kf,Titan,1800,,1,Vault,false,false,5,18,,6,10,14,20,9,2,61,6,10,14,20,9,2,61,kingsfall,,,Upgrade Armor*,*,*,*,*,,,,,,,,
