Name,Hash,Id,Tag,Tier,Type,Source,Category,Element,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Efficiency,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15
Prodigal Return,268260373,"""6917529924470517182""",,Legendary,Grenade Launcher,seasonpass,Energy,Arc,1800,,Reload Speed,10,Vault,true,false,6,20,,78,71,0,0,13,0,85,25,90,72,1,80,0,0,0,0,0,0,0,0,0,3,true,20,448,,"A Current GM Weapon Set - , Raid","#casual/#endgame #pve, #arc",Lightweight Frame*,Quick Launch*,Disorienting Grenades*,Envious Assassin*,Voltshot*,Noble Deeds*,Kill Tracker,Nightfall Memento*,Major Spec*,Sinking Feeling*,,,,,,
Smite of Merain,2221264583,"""6917529924539214784""",archive,Legendary,Pulse Rifle,kf,KineticSlot,Kinetic,1810,,Range,10,Vault,false,false,5,18,,95,60,29,73,17,0,0,50,390,47,38,37,0,0,0,0,0,0,0,0,0,21,true,13,346,,,"could be #endgame #pve, but I'm not sure I like how the gun even feels. push range",Adaptive Frame*,Extended Barrel*,Accurized Rounds*,Focused Fury*,Vorpal Weapon*,Runneth Over*,Kill Tracker,Nightfall Memento*,Counterbalance Stock*,Valkyrie Zero*,,,,,,
Retrofit Escapade,3103325054,"""6917529924544689596""",infuse,Legendary,Machine Gun,seasonpass,Power,Void,1810,,Reload Speed,1,Vault,false,false,5,19,,65,70,25,33,16,0,0,49,900,78,84,46,0,0,0,0,0,0,0,0,0,12,false,0,0,suros,,,Rapid-Fire Frame*,Extended Barrel*,Tactical Mag*,Fourth Time's the Charm*,One for All*,Ambush*,Suros Synergy,Kill Tracker,Tier 1: Reload Speed*,,,,,,,
No Survivors,3262192268,"""6917529927692492580""",,Legendary,Submachine Gun,dungeon,Energy,Solar,1810,,Reload Speed,10,Vault,true,false,6,21,,100,38,22,49,14,0,0,37,720,36,27,52,0,0,0,0,0,0,0,0,0,29,false,0,62,,,"#casual #pve, might #replace calus's mini tool bc of demo",Aggressive Frame*,Chambered Compensator*,Fluted Barrel,Appended Mag,Ricochet Rounds*,Demolitionist*,Incandescent*,Restoration Ritual*,Kill Tracker,Minor Spec*,Masterworked: Reload Speed*,Carminica*,,,,
The Navigator,1441805468,"""6917529927972805494""",,Exotic,Trace Rifle,dungeon,KineticSlot,Strand,1810,,,10,Hunter(1828),true,false,6,21,,100,100,6,86,16,0,0,75,1000,65,97,63,0,0,0,0,0,0,0,0,0,18,false,0,731,,,"#endgame #pve, #strand",Protective Weave*,Full Bore*,Light Battery*,Weft Cutter*,Composite Stock*,Kill Tracker,Ceremonial Arsenal*,The Navigator Catalyst*,,,,,,,,
Ex Diris,3821409356,"""6917529928817625716""",,Exotic,Grenade Launcher,seasonpass,Energy,Arc,1810,,,10,Hunter(1828),true,false,6,22,,58,71,0,0,13,22,10,36,90,69,1,59,0,0,0,0,0,0,0,0,0,4,false,0,1080,,"Hive, bring a ... boomer?  - ","#casual #pve, #arc/#void",Corrupted Nucleosynthesis*,Volatile Launch*,Nucleosynthetic Magazine*,Loyal Moths*,Hand-Laid Stock*,Kill Tracker,Fatebinder*,Ex Diris Catalyst*,,,,,,,,
Iterative Loop,1289796511,"""6917529929666547150""",,Legendary,Fusion Rifle,neomuna,Energy,Arc,1810,,Stability,10,Vault,true,false,6,20,,77,34,60,25,15,0,0,40,0,46,7,64,500,0,0,0,0,0,0,0,0,8,true,38,291,,Sixth Coyote - ,"#endgame/#casual #pve, #arc",Rapid-Fire Frame*,Arrowhead Brake*,Liquid Coils*,Lead from Gold*,Voltshot*,Nanotech Tracer Rockets*,Kill Tracker,Nightfall Memento*,Major Spec*,Photo Finish*,,,,,,
Dead Messenger,46125926,"""6917529932638311035""",,Exotic,Grenade Launcher,throneworld,Energy,Void,1810,,,10,Vault,true,false,5,16,,73,78,0,0,13,100,93,27,72,60,1,70,0,0,0,0,0,0,0,0,0,6,true,10,0,,Void,#casual #pve,Trinary Vision*,Quick Launch*,High-Velocity Rounds*,The Fundamentals*,Short-Action Stock*,Demolitionist*,Kill Tracker,Turnabout*,,,,,,,,
Monte Carlo,4068264807,"""6917529935270718361""",,Exotic,Auto Rifle,,KineticSlot,Kinetic,1810,,,10,Titan(1828),true,false,3,8,,80,50,21,50,15,0,0,65,600,79,43,80,0,0,0,0,0,0,0,0,0,29,false,0,2069,,"Synthoceps - , ACDC Fence - ",#casual #pve,Monte Carlo Method*,Fluted Barrel*,High-Caliber Rounds*,Markov Chain*,Composite Stock*,Kill Tracker,Dreaming Clarity*,Monte Carlo Catalyst*,,,,,,,,
Circular Logic,2187717691,"""6917529936466430062""",archive,Legendary,Machine Gun,neomuna,Power,Strand,1800,,Handling,10,Vault,true,false,6,20,,80,59,41,45,16,0,0,38,450,50,53,73,0,0,0,0,0,0,0,0,0,11,false,0,2814,,Wormhusk - ,#endgame #pve,Adaptive Frame*,Corkscrew Rifling*,Polygonal Rifling,Alloy Magazine*,Light Mag,Envious Assassin*,Golden Tricorn*,Nanotech Tracer Rockets*,Kill Tracker,Major Spec*,Masterworked: Handling*,Dreaming Spectrum*,,,,
Warden's Law (Adept),267089201,"""6917529937099275320""",,Legendary,Hand Cannon,nightfall,KineticSlot,Kinetic,1810,,Reload Speed,10,Vault,true,false,6,22,,97,68,92,59,14,0,0,42,257,47,26,27,0,0,0,0,0,0,0,0,0,10,false,0,183,,Lucky Pants - ,"#casual #pve, maybe #endgame burst #dps with luck pants",Heavy Burst*,Fluted Barrel*,Smallbore,Tactical Mag*,Flared Magwell,Perpetual Motion,Fourth Time's the Charm*,Vorpal Weapon*,Stunning Recovery,Vanguard's Vindication*,Kill Tracker,Adept Mag*,Masterworked: Reload Speed*,Calus's Treasured*,,
Warden's Law (Adept),267089201,"""6917529937516357050""",infuse,Legendary,Hand Cannon,nightfall,KineticSlot,Kinetic,1810,,Handling,3,Vault,false,false,6,22,,100,68,92,56,14,0,0,34,257,37,26,22,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Heavy Burst*,Arrowhead Brake*,Polygonal Rifling,Accurized Rounds,Tactical Mag*,Enlightened Action*,Discord,Vorpal Weapon*,Stunning Recovery*,Vanguard's Vindication,Kill Tracker,Adept Mag*,Tier 3: Handling*,,,
Thin Precipice,4066778670,"""6917529937537589230""",,Legendary,Sword,,Power,Strand,1800,,Impact,10,Vault,true,false,6,21,,0,0,64,0,0,0,0,0,0,0,60,0,0,0,0,10,70,0,60,40,0,0,true,10,382,,,#casual #pve,Vortex Frame*,Hungry Edge*,Heavy Guard*,Relentless Strikes*,Chain Reaction*,Kill Tracker,Unsated Hunger*,Nightfall Memento*,Major Spec*,,,,,,,
Apex Predator,1851777734,"""6917529937537591800""",,Legendary,Rocket Launcher,lastwish,Power,Solar,1810,,Velocity,10,Warlock(1829),true,true,6,21,,61,68,0,0,20,52,69,55,20,46,1,61,0,0,0,0,0,0,0,0,0,3,true,93,529,,"Necrotic Grips - , Starfire Protocol - , Verity's Brow - , A Current GM Weapon Set - , Solar, Nightfall, Strand, Gambit","#endgame #pve, this is the best #dps weapon in the game",Adaptive Frame*,Quick Launch*,Impact Casing*,Reconstruction*,Bait and Switch*,Explosive Pact*,Kill Tracker,Nightfall Memento*,Boss Spec*,Luminous Void*,,,,,,
BxR-55 Battler,2708806099,"""6917529937544468505""",,Legendary,Pulse Rifle,30th,Energy,Solar,1810,,Stability,10,Warlock(1829),true,true,4,15,,100,85,23,57,20,0,0,79,450,65,44,83,0,0,0,0,0,0,0,0,0,10,true,97,4826,,"Starfire Protocol - , Weavewalker - , Verity's Brow - , Solar, Nightfall","#casual #pve, #solar",Legacy PR-55 Frame*,Arrowhead Brake*,Ricochet Rounds*,Demolitionist*,Incandescent*,Hot Swap*,Kill Tracker,Nightfall Memento*,Backup Mag*,Carrhae Black*,,,,,,
Ammit AR2,2119346509,"""6917529937667897457""",archive,Legendary,Auto Rifle,legendaryengram,Energy,Solar,1800,,,,Vault,true,false,5,18,,71,44,29,76,15,0,0,35,450,38,36,41,0,0,0,0,0,0,0,0,0,20,true,59,5242,omolon,,"This was AMAZING as a shotgun, and it will be missed. RIP",Precision Frame*,Full Bore*,Appended Mag*,Surplus*,Gutshot Straight*,Omolon Fluid Dynamics*,Kill Tracker,Empty Memento Socket*,Quick Access Sling*,Crucible Carmine*,,,,,,
Warden's Law (Adept),267089201,"""6917529939169403065""",infuse,Legendary,Hand Cannon,nightfall,KineticSlot,Kinetic,1810,,Reload Speed,2,Vault,false,false,6,22,,97,68,92,61,14,0,0,39,257,39,18,29,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Heavy Burst*,Corkscrew Rifling*,Full Bore,Tactical Mag*,Steady Rounds,Fourth Time's the Charm*,Snapshot Sights,Kill Clip*,Stunning Recovery*,Vanguard's Vindication,Kill Tracker,Tier 2: Reload Speed*,,,,
Nessa's Oblation (Adept),522366885,"""6917529939506088113""",,Legendary,Shotgun,nightmare,Energy,Void,1810,,Range,10,Titan(1828),true,false,6,20,,59,48,70,98,12,0,0,41,65,53,6,68,0,0,0,0,0,0,0,0,0,5,true,21,28,,"Severance Enclosure - , No Backup Plans - , Dungeon","#casual/#endgame #pve, #void",Pinpoint Slug Frame*,Full Bore*,Accurized Rounds*,Demolitionist*,Destabilizing Rounds*,Harmonic Resonance*,Kill Tracker,Nightfall Memento*,Adept Big Ones Spec*,Tier 3 Enhancement*,Velvet Intention*,,,,,
Rufus's Fury (Adept),342514437,"""6917529939512339917""",,Legendary,Auto Rifle,nightmare,KineticSlot,Strand,1810,,Stability,10,Warlock(1829),true,false,6,20,,86,82,18,43,16,0,0,78,720,54,55,55,0,0,0,0,0,0,0,0,0,22,true,36,481,,"Necrotic Grips - , Strand",#endgame #pve,Rapid-Fire Frame*,Arrowhead Brake*,Ricochet Rounds*,Rewind Rounds*,Target Lock*,Harmonic Resonance*,Kill Tracker,Nightfall Memento*,Adept Big Ones Spec*,Tier 3 Enhancement*,Atmospheric Glow*,,,,,
Abyss Defiant (Adept),3782662983,"""6917529939795668764""",infuse,Legendary,Auto Rifle,crota,Energy,Solar,1810,,Stability,1,Vault,false,false,6,22,,86,63,33,93,16,0,0,51,360,35,32,38,0,0,0,0,0,0,0,0,0,17,false,0,0,,,,High-Impact Frame*,Corkscrew Rifling*,Extended Barrel,Ricochet Rounds*,Flared Magwell,Pugilist*,Collective Action*,Cursed Thrall*,Kill Tracker,Tier 1: Stability*,,,,,,
Cataphract GL3,2738601016,"""6917529940925092463""",,Legendary,Grenade Launcher,trials,Power,Strand,1800,,Velocity,10,Warlock(1829),true,false,6,22,,69,63,0,0,13,60,40,59,120,27,7,47,0,0,0,0,0,0,0,0,0,12,false,0,0,omolon,,"#endgame #pve, #dps",Adaptive Frame*,Confined Launch*,Countermass,Augmented Drum*,High-Velocity Rounds,Field Prep*,Bait and Switch*,Alacrity*,One Quiet Moment,Omolon Fluid Dynamics,Kill Tracker,Boss Spec*,Masterworked: Velocity*,Crucible Horizon*,,
Song of Ir Yût (Adept),407511664,"""6917529941414544821""",infuse,Legendary,Machine Gun,crota,Power,Arc,1810,,Reload Speed,4,Vault,false,false,6,22,,90,62,41,59,16,0,0,42,450,59,66,49,0,0,0,0,0,0,0,0,0,19,false,0,0,,,,Adaptive Frame*,Extended Barrel*,Hammer-Forged Rifling,Appended Mag*,High-Caliber Rounds,Rewind Rounds*,Sword Logic*,Cursed Thrall*,Kill Tracker,Adept Big Ones Spec*,Tier 4: Reload Speed*,,,,,
Word of Crota (Adept),3926103986,"""6917529941714159110""",infuse,Legendary,Hand Cannon,crota,Energy,Void,1810,,Handling,2,Vault,false,false,6,22,,100,78,78,31,14,0,0,67,180,57,12,38,0,0,0,0,0,0,0,0,0,20,false,0,0,,,,Precision Frame*,Polygonal Rifling*,Smallbore,Appended Mag*,Accurized Rounds,Dragonfly*,Precision Instrument*,Cursed Thrall*,Kill Tracker,Tier 2: Handling*,,,,,,
Swordbreaker (Adept),1239700299,"""6917529941725541906""",infuse,Legendary,Shotgun,crota,KineticSlot,Strand,1810,,Handling,1,Vault,false,false,6,22,,56,50,65,64,12,0,0,44,80,56,6,77,0,0,0,0,0,0,0,0,0,4,false,0,0,,,,Lightweight Frame*,Barrel Shroud,Corkscrew Rifling*,Assault Mag,Accurized Rounds*,Threat Detector*,Golden Tricorn*,Cursed Thrall*,Kill Tracker,Tier 1: Handling*,,,,,,
Death's Razor,3371413056,"""6917529941899813071""",,Legendary,Sword,legendaryengram,Power,Void,1800,,Impact,10,Vault,true,false,6,20,,0,0,66,0,0,0,0,0,0,0,62,0,0,0,0,20,40,0,100,40,0,0,true,10,32,,,"#casual/#endgame #pve, #dps",Vortex Frame*,Honed Edge*,Infinite Guard*,Relentless Strikes*,Whirlwind Blade*,To Excess*,Kill Tracker,Gambit Memento*,Boss Spec*,Vintage Timber*,,,,,,
Caretaker,2508948099,"""6917529941899813834""",,Legendary,Sword,seasonpass,Power,Solar,1800,,Impact,10,Vault,true,false,6,20,,0,0,66,0,0,0,0,0,0,0,60,0,0,0,0,32,12,0,40,42,0,0,true,20,174,,,#casual #pve,Adaptive Frame*,Honed Edge*,Swordmaster's Guard*,Relentless Strikes*,Incandescent*,Noble Deeds*,Kill Tracker,Empty Memento Socket*,Minor Spec*,Dawning Celebration*,,,,,,
Regnant,268260372,"""6917529941899815268""",,Legendary,Grenade Launcher,seasonpass,Power,Void,1800,,Velocity,10,Vault,true,false,6,20,,74,61,0,0,13,50,48,37,120,19,7,55,0,0,0,0,0,0,0,0,0,14,true,10,0,,,"#endgame #pve. This roll lets you dump 18 rounds in a row with envious, making it a burst #dps monster.",Adaptive Frame*,Quick Launch*,Augmented Drum*,Envious Assassin*,Explosive Light*,Noble Deeds*,Kill Tracker,Empty Memento Socket*,Boss Spec*,Sinking Feeling*,,,,,,
Oversoul Edict (Adept),578105049,"""6917529941899816286""",,Legendary,Pulse Rifle,crota,Energy,Arc,1810,,Handling,10,Hunter(1828),true,false,6,22,,79,81,23,41,17,0,0,56,540,53,36,42,0,0,0,0,0,0,0,0,0,22,true,22,213,,Raid,#endgame/#casual #pve,Rapid-Fire Frame*,Arrowhead Brake*,Flared Magwell*,Demolitionist*,Voltshot*,Cursed Thrall*,Kill Tracker,Nightfall Memento*,Adept Range*,Tier 3 Enhancement*,,,,,,
Wastelander M5,1679868061,"""6917529941906018038""",,Legendary,Shotgun,30th,KineticSlot,Kinetic,1800,,Handling,10,Vault,true,false,4,15,,51,49,65,54,12,0,0,40,80,59,6,76,0,0,0,0,0,0,0,0,0,17,true,9,0,,,#pvp,Lightweight Frame*,Full Choke*,Accurized Rounds*,Slideshot*,Opening Shot*,Hot Swap*,Kill Tracker,Empty Memento Socket*,Icarus Grip*,Calus's Selected*,,,,,,
Necrochasm,1034055198,"""6917529941925069004""",,Exotic,Auto Rifle,crota,KineticSlot,Kinetic,1810,,,10,Vault,true,false,6,22,,85,85,18,39,17,0,0,94,720,76,51,65,0,0,0,0,0,0,0,0,0,24,false,0,16,,,#casual #pve,Cursebringer*,Arrowhead Brake*,Ricochet Rounds*,Desperation*,Hand-Laid Stock*,Kill Tracker,Corrupted Logic*,Necrochasm Catalyst*,,,,,,,,
Spare Rations,3236112986,"""6917529942481579866""",,Legendary,Hand Cannon,seasonpass,KineticSlot,Kinetic,1800,,Stability,2,Vault,false,false,6,21,,100,83,84,46,14,0,0,64,140,56,13,76,0,0,0,0,0,0,0,0,0,10,false,0,0,,,#casual #pve,Adaptive Frame*,Corkscrew Rifling*,Smallbore,Ricochet Rounds*,Light Mag,Moving Target*,Kinetic Tremors*,Kill Tracker,Disaster Plan*,Tier 2: Stability*,,,,,,
Retrofit Escapade,3103325054,"""6917529943381945542""",,Legendary,Machine Gun,seasonpass,Power,Void,1800,,Stability,10,Vault,true,false,5,19,,85,70,25,23,16,0,0,54,900,47,98,66,0,0,0,0,0,0,0,0,0,22,true,12,0,suros,,"#endgame #pve, #dps",Rapid-Fire Frame*,Arrowhead Brake*,Extended Mag*,Fourth Time's the Charm*,Target Lock*,Ambush*,Suros Synergy,Kill Tracker,Empty Memento Socket*,Boss Spec*,Forbidden Wish*,,,,,
Loaded Question (Adept),2914913838,"""6917529943576668343""",,Legendary,Fusion Rifle,nightfall,Energy,Arc,1810,,Reload Speed,1,Vault,true,false,6,21,,77,66,95,59,15,0,0,42,0,20,6,25,960,0,0,0,0,0,0,0,0,4,false,0,3,,Stasis,#casual/#endgame #pve,High-Impact Frame*,Full Bore,Smallbore*,Enhanced Battery,Particle Repeater*,Auto-Loading Holster,Envious Assassin*,Reservoir Burst*,Stunning Recovery*,Vanguard's Vindication,Kill Tracker,Adept Big Ones Spec*,Tier 1: Reload Speed*,,,
Throne-Cleaver,3371413059,"""6917529943582082554""",,Legendary,Sword,legendaryengram,Power,Solar,1800,,Impact,10,Vault,true,false,6,20,,0,0,76,0,0,0,0,0,0,0,52,0,0,0,0,10,70,0,60,0,0,0,true,13,158,,"ACDC Fence - , Solar, Void","#casual #pve, #solar",Aggressive Frame*,Hungry Edge*,Heavy Guard*,Tireless Blade*,Incandescent*,To Excess*,Kill Tracker,Nightfall Memento*,Major Spec*,Royal Treatment*,,,,,,
Bequest,3366545721,"""6917529944762946080""",,Legendary,Sword,deepstonecrypt,Power,Arc,1800,,Impact,10,Vault,true,false,4,12,,0,0,76,0,0,0,0,0,0,0,60,0,0,0,0,62,72,0,60,42,0,0,true,31,39,,,"#endgame #[ve, #dps",Adaptive Frame*,Honed Edge*,Heavy Guard*,Relentless Strikes*,Surrounded*,Bray Inheritance*,Kill Tracker,Nightfall Memento*,Boss Spec*,Triumphant Keepsake*,,,,,,
The Eremite,3347946548,"""6917529946205139556""",,Legendary,Fusion Rifle,seasonpass,Energy,Solar,1810,,Stability,10,Warlock(1829),true,false,6,22,,100,59,95,63,15,0,0,32,0,24,5,38,960,0,0,0,0,0,0,0,0,8,true,28,333,,"Necrotic Grips - , Strand, Gambit","#endgame #pve, #solar with cure buffs maybe",High-Impact Frame*,Arrowhead Brake*,Projection Fuse*,Heal Clip*,Controlled Burst*,Head Rush*,Kill Tracker,Nightfall Memento*,Major Spec*,Dreaming Spectrum*,,,,,,
Fang of Ir Yût (Adept),128782990,"""6917529946211354302""",,Legendary,Scout Rifle,crota,KineticSlot,Strand,1810,,Reload Speed,10,Vault,true,false,6,22,,79,64,45,35,20,0,0,52,260,60,18,39,0,0,0,0,0,0,0,0,0,17,true,18,0,,,#pvp since I can't change the perks anymore,Rapid-Fire Frame*,Arrowhead Brake*,Flared Magwell*,Rapid Hit*,Opening Shot*,Cursed Thrall*,Kill Tracker,Nightfall Memento*,Tier 3 Enhancement*,,,,,,,
BrayTech Osprey (Adept),1064132738,"""6917529946790981197""",,Legendary,Rocket Launcher,nightfall,Power,Void,1800,,Handling,10,Vault,true,false,6,21,,59,69,0,0,20,68,49,73,15,17,1,74,0,0,0,0,0,0,0,0,0,3,false,0,0,,Nightfall,#endgame #pve,High-Impact Frame*,Volatile Launch,Linear Compensator*,Alloy Casing,Impact Casing*,Cluster Bomb,Envious Assassin*,Bipod*,Stunning Recovery*,Vanguard's Vindication,Kill Tracker,Adept Big Ones Spec*,Masterworked: Handling*,Melchizedek Bramble*,,
Nox Perennial V,2767393525,"""6917529946794798451""",infuse,Legendary,Fusion Rifle,legendaryengram,KineticSlot,Strand,1810,,Handling,2,Vault,false,false,6,22,,65,59,95,52,15,0,0,31,0,16,6,20,960,0,0,0,0,0,0,0,0,6,false,0,0,,,,High-Impact Frame*,Fluted Barrel,Smallbore*,Enhanced Battery*,Liquid Coils,Lead from Gold*,Controlled Burst*,Wild Card*,Kill Tracker,Major Spec*,Tier 2: Handling*,Erebos Glance*,,,,
BrayTech Osprey (Adept),1064132738,"""6917529947429587669""",,Legendary,Rocket Launcher,nightfall,Power,Void,1810,,Blast Radius,2,Vault,false,false,6,21,,59,69,0,0,20,100,51,65,15,34,1,79,0,0,0,0,0,0,0,0,0,3,false,0,0,,,"#endgame #pve, #dps",High-Impact Frame*,Volatile Launch,Quick Launch*,High-Velocity Rounds,Impact Casing*,Cluster Bomb,Envious Assassin*,Lasting Impression*,Stunning Recovery*,Vanguard's Vindication,Kill Tracker,Tier 2: Blast Radius*,,,,
Horror Story,177568179,"""6917529949138659705""",,Legendary,Auto Rifle,events,KineticSlot,Stasis,1800,,Reload Speed,1,Vault,false,false,6,22,Festival of the Lost,73,35,29,64,18,0,0,52,450,52,34,37,0,0,0,0,0,0,0,0,0,10,false,0,0,,,"#endgame/#casual #pve, I think this can replace tigersprite? Similar stats and frenzy, however demo > overflow",Precision Frame*,Fluted Barrel,Smallbore*,Tactical Mag*,Steady Rounds,Demolitionist*,Frenzy*,Search Party,Nadir Focus*,Kill Tracker,Tier 1: Reload Speed*,Skele-Ghaul*,,,,
Fang of Ir Yût,1432682459,"""6917529949143437937""",,Legendary,Scout Rifle,crota,KineticSlot,Strand,1800,,Stability,10,Vault,false,false,6,22,,79,64,45,32,20,0,0,54,260,35,20,36,0,0,0,0,0,0,0,0,0,17,true,12,0,,,#endgame #pve,Rapid-Fire Frame*,Arrowhead Brake*,Appended Mag*,Rewind Rounds*,Precision Instrument*,Cursed Thrall*,Kill Tracker,Lost Memento*,Minor Spec*,Atmospheric Glow*,,,,,,
Deliverance,768621510,"""6917529949237027191""",favorite,Legendary,Fusion Rifle,votd,KineticSlot,Stasis,1810,,Range,10,Warlock(1829),true,false,5,16,,100,67,80,72,16,0,0,69,0,36,6,44,780,0,0,0,0,0,0,0,0,9,true,53,2184,,"Xenomorph - , Secant Filaments - , Rain of Fire - , A Current GM Weapon Set - , Void, Delta, Raid","#endgame/#casual #pve, #stasis, #overload #unstoppable",Precision Frame*,Arrowhead Brake*,Particle Repeater*,Demolitionist*,Chill Clip*,Souldrinker*,Kill Tracker,Lost Memento*,Taken Spec*,Twilight Keepsake*,,,,,,
Disparity,1751893422,"""6917529949314615373""",,Legendary,Pulse Rifle,rasputin,KineticSlot,Stasis,1810,,Reload Speed,10,Hunter(1828),true,true,5,19,,97,45,35,67,19,0,0,66,450,53,39,42,0,0,0,0,0,0,0,0,0,20,true,36,935,hakke,,"#endgame/#casual #pve, lots of fun perks here",Aggressive Burst*,Arrowhead Brake*,Flared Magwell*,Rapid Hit*,Frenzy*,Ambush*,Hakke Breach Armaments,Kill Tracker,Lost Memento*,Major Spec*,Twilight Keepsake*,,,,,
Mechabre,3871226707,"""6917529949705323966""",,Legendary,Sniper Rifle,events,Energy,Arc,1800,,Stability,2,Vault,false,false,6,22,Festival of the Lost,100,41,90,74,45,0,0,35,72,45,3,36,0,0,0,0,0,0,0,0,0,5,false,0,0,,,"#pvp, seems comparable (worse in every way) to beloved, which is craftable, but I need to see which feels better",Aggressive Frame*,Arrowhead Brake*,Smallbore,Alloy Magazine,Flared Magwell*,Snapshot Sights*,Opening Shot*,Search Party*,Kill Tracker,Quick Access Sling*,Tier 2: Stability*,Irradiant Charoite*,,,,
Song of Ir Yût,2828278545,"""6917529949821374165""",,Legendary,Machine Gun,crota,Power,Arc,1800,,Reload Speed,10,Titan(1828),true,false,6,22,,90,62,41,61,16,0,0,44,450,46,71,51,0,0,0,0,0,0,0,0,0,29,true,33,41,,"Stasis, Dungeon","#endgame #pve, #dps",Adaptive Frame*,Extended Barrel*,Extended Mag*,Rewind Rounds*,Bait and Switch*,Cursed Thrall*,Kill Tracker,Lost Memento*,Boss Spec*,Twilight Keepsake*,,,,,,
Igneous Hammer,1973107014,"""6917529954424144777""",,Legendary,Hand Cannon,trials,Energy,Solar,1800,,Range,3,Vault,true,false,6,22,,95,69,92,80,14,0,0,52,120,30,9,37,0,0,0,0,0,0,0,0,0,23,false,0,0,,,#pvp,Aggressive Frame*,Arrowhead Brake,Smallbore*,Appended Mag,Ricochet Rounds*,Fragile Focus*,Eye of the Storm*,Alacrity*,One Quiet Moment,Kill Tracker,Quick Access Sling*,Tier 3: Range*,Calus's Treasured*,,,
Cataphract GL3,2738601016,"""6917529954429387799""",,Legendary,Grenade Launcher,trials,Power,Strand,1800,,Reload Speed,1,Vault,false,false,6,22,,69,63,0,0,13,75,40,44,120,48,5,42,0,0,0,0,0,0,0,0,0,12,false,0,0,omolon,,#casual #pve,Adaptive Frame*,Volatile Launch*,Confined Launch,Alloy Casing,High-Explosive Ordnance*,Envious Assassin*,Chain Reaction*,Alacrity*,One Quiet Moment,Omolon Fluid Dynamics,Kill Tracker,Tier 1: Reload Speed*,,,,
The Immortal,4039572196,"""6917529954605889106""",,Legendary,Submachine Gun,trials,KineticSlot,Strand,1800,,Reload Speed,3,Vault,true,false,6,20,,100,39,22,55,14,0,0,35,720,33,28,48,0,0,0,0,0,0,0,0,0,25,false,0,10,,,#casual #pve,Aggressive Frame*,Chambered Compensator,Extended Barrel*,Ricochet Rounds*,Light Mag,Threat Detector*,Demolitionist*,Alacrity,One Quiet Moment,Field-Tested*,Kill Tracker,Minor Spec*,Tier 3: Reload Speed*,Dreaming Spectrum*,,
The Messenger,3796795102,"""6917529954608640647""",infuse,Legendary,Pulse Rifle,trials,KineticSlot,Kinetic,1810,,Handling,2,Vault,false,false,6,21,,60,37,33,76,18,0,0,54,340,18,40,33,0,0,0,0,0,0,0,0,0,30,false,0,0,,,,High-Impact Frame*,Hammer-Forged Rifling*,Polygonal Rifling,Extended Mag*,Ricochet Rounds,Rapid Hit*,Harmony*,Alacrity*,One Quiet Moment,Kill Tracker,Tier 2: Handling*,,,,,
The Immortal,4039572196,"""6917529954749508684""",infuse,Legendary,Submachine Gun,trials,KineticSlot,Strand,1810,,Handling,1,Vault,false,false,6,20,,96,39,22,60,14,0,0,25,720,30,28,54,0,0,0,0,0,0,0,0,0,25,false,0,0,,,,Aggressive Frame*,Full Bore*,Smallbore,Ricochet Rounds*,Light Mag,Rangefinder*,Kill Clip*,Alacrity,One Quiet Moment,Field-Tested*,Kill Tracker,Tier 1: Handling*,Erebos Glance*,,,
Astral Horizon,2653171213,"""6917529954782843983""",,Legendary,Shotgun,trials,KineticSlot,Kinetic,1800,,Handling,1,Vault,true,false,6,20,,62,34,80,34,12,0,0,37,55,33,4,39,0,0,0,0,0,0,0,0,0,5,false,0,0,,,#pvp,Aggressive Frame*,Smoothbore,Barrel Shroud*,Tactical Mag,Accurized Rounds*,Threat Detector*,Opening Shot*,Alacrity*,One Quiet Moment,Kill Tracker,Quick Access Sling*,Tier 1: Handling*,Calus's Selected*,,,
Unwavering Duty,3624844116,"""6917529954793892413""",infuse,Legendary,Machine Gun,trials,Power,Solar,1810,,Range,1,Vault,false,false,5,19,,76,72,41,59,16,0,0,65,450,68,64,65,0,0,0,0,0,0,0,0,0,10,false,0,0,suros,,#endgame #pve,Adaptive Frame*,Fluted Barrel*,Hammer-Forged Rifling,Appended Mag*,Steady Rounds,Auto-Loading Holster*,Focused Fury*,Alacrity*,One Quiet Moment,Suros Synergy,Kill Tracker,Tier 1: Range*,Calus's Treasured*,,,
